srcip,srcport,dstip,dstport,proto,total_fpackets ,total_fvolume ,total_bpackets ,total_bvolume ,min_fpktl ,mean_fpktl ,max_fpktl ,std_fpktl ,min_bpktl ,mean_bpktl ,max_bpktl ,std_bpktl ,min_fiat ,mean_fiat ,max_fiat ,std_fiat ,min_biat ,mean_biat ,max_biat ,std_biat ,duration ,min_active ,mean_active ,max_active ,std_active ,min_idle ,mean_idle ,max_idle ,std_idle ,sflow_fpackets ,sflow_fbytes ,sflow_bpackets ,sflow_bbytes ,total_fhlen ,total_bhlen ,"label(1=malware), (0=normal)"
10.0.0.45,52790,8.8.8.8,53,17,2,118,2,260,59,59,59,0,130,130,130,0,149654,149654,149654,0,148603,148603,148603,0,216592,216592,216592,216592,0,0,0,0,0,2,118,2,260,48,40,0
10.0.0.45,63238,8.8.8.8,53,17,1,59,1,75,59,59,59,0,75,75,75,0,0,0,0,0,0,0,0,0,77334,77334,77334,77334,0,0,0,0,0,1,59,1,75,28,20,0
10.0.0.45,65361,8.8.8.8,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,88118,88118,88118,88118,0,0,0,0,0,1,65,1,81,28,20,0
10.0.0.45,58576,8.8.8.8,53,17,1,61,1,134,61,61,61,0,134,134,134,0,0,0,0,0,0,0,0,0,86028,86028,86028,86028,0,0,0,0,0,1,61,1,134,28,20,0
10.0.0.45,59764,8.8.8.8,53,17,1,60,1,139,60,60,60,0,139,139,139,0,0,0,0,0,0,0,0,0,104366,104366,104366,104366,0,0,0,0,0,1,60,1,139,28,20,0
10.0.0.45,56175,8.8.8.8,53,17,1,77,1,132,77,77,77,0,132,132,132,0,0,0,0,0,0,0,0,0,168733,168733,168733,168733,0,0,0,0,0,1,77,1,132,28,20,0
10.0.0.45,62984,8.8.8.8,53,17,1,67,1,83,67,67,67,0,83,83,83,0,0,0,0,0,0,0,0,0,109130,109130,109130,109130,0,0,0,0,0,1,67,1,83,28,20,0
10.0.0.45,53840,8.8.8.8,53,17,1,63,1,97,63,63,63,0,97,97,97,0,0,0,0,0,0,0,0,0,64312,64312,64312,64312,0,0,0,0,0,1,63,1,97,28,20,0
10.0.0.45,63741,8.8.8.8,53,17,1,56,1,104,56,56,56,0,104,104,104,0,0,0,0,0,0,0,0,0,180517,180517,180517,180517,0,0,0,0,0,1,56,1,104,28,20,0
10.0.0.45,57516,8.8.8.8,53,17,1,69,1,181,69,69,69,0,181,181,181,0,0,0,0,0,0,0,0,0,208759,208759,208759,208759,0,0,0,0,0,1,69,1,181,28,20,0
10.0.0.45,53755,8.8.8.8,53,17,1,63,1,79,63,63,63,0,79,79,79,0,0,0,0,0,0,0,0,0,88172,88172,88172,88172,0,0,0,0,0,1,63,1,79,28,20,0
10.0.0.45,63328,8.8.8.8,53,17,1,70,1,112,70,70,70,0,112,112,112,0,0,0,0,0,0,0,0,0,167827,167827,167827,167827,0,0,0,0,0,1,70,1,112,28,20,0
10.0.0.45,59221,8.8.8.8,53,17,1,62,1,120,62,62,62,0,120,120,120,0,0,0,0,0,0,0,0,0,91750,91750,91750,91750,0,0,0,0,0,1,62,1,120,28,20,0
10.0.0.45,51105,8.8.8.8,53,17,2,133,2,480,58,66,75,12,235,240,245,7,0,0,0,0,0,0,0,0,41450143,85788,112354,138920,37569,41225435,41225435,41225435,0,1,66,1,240,48,40,0
10.0.0.45,58123,8.8.8.8,53,17,1,61,1,163,61,61,61,0,163,163,163,0,0,0,0,0,0,0,0,0,98378,98378,98378,98378,0,0,0,0,0,1,61,1,163,28,20,0
10.0.0.45,64205,8.8.8.8,53,17,1,63,1,121,63,63,63,0,121,121,121,0,0,0,0,0,0,0,0,0,111239,111239,111239,111239,0,0,0,0,0,1,63,1,121,28,20,0
10.0.0.45,53267,8.8.8.8,53,17,1,67,1,122,67,67,67,0,122,122,122,0,0,0,0,0,0,0,0,0,109190,109190,109190,109190,0,0,0,0,0,1,67,1,122,28,20,0
10.0.0.45,52357,8.8.8.8,53,17,2,120,2,216,60,60,60,0,108,108,108,0,158555,158555,158555,0,127032,127032,127032,0,221681,221681,221681,221681,0,0,0,0,0,2,120,2,216,48,40,0
10.0.0.45,57532,8.8.8.8,53,17,1,63,1,106,63,63,63,0,106,106,106,0,0,0,0,0,0,0,0,0,95264,95264,95264,95264,0,0,0,0,0,1,63,1,106,28,20,0
10.0.0.45,50258,8.8.8.8,53,17,1,64,1,192,64,64,64,0,192,192,192,0,0,0,0,0,0,0,0,0,72608,72608,72608,72608,0,0,0,0,0,1,64,1,192,28,20,0
10.0.0.45,68,255.255.255.255,67,17,4,1312,0,0,328,328,328,0,-1,-1,-1,0,42,75,108,46,0,0,0,0,3038320,42,75,108,46,3038170,3038170,3038170,0,2,656,0,0,88,0,0
10.0.0.45,54508,8.8.8.8,53,17,1,64,1,151,64,64,64,0,151,151,151,0,0,0,0,0,0,0,0,0,74827,74827,74827,74827,0,0,0,0,0,1,64,1,151,28,20,0
10.0.0.45,50494,8.8.8.8,53,17,1,70,1,122,70,70,70,0,122,122,122,0,0,0,0,0,0,0,0,0,69038,69038,69038,69038,0,0,0,0,0,1,70,1,122,28,20,0
10.0.0.45,59678,8.8.8.8,53,17,1,62,1,114,62,62,62,0,114,114,114,0,0,0,0,0,0,0,0,0,67915,67915,67915,67915,0,0,0,0,0,1,62,1,114,28,20,0
10.0.0.45,64754,8.8.8.8,53,17,1,62,1,102,62,62,62,0,102,102,102,0,0,0,0,0,0,0,0,0,67016,67016,67016,67016,0,0,0,0,0,1,62,1,102,28,20,0
10.0.0.45,63205,8.8.8.8,53,17,1,70,1,110,70,70,70,0,110,110,110,0,0,0,0,0,0,0,0,0,66421,66421,66421,66421,0,0,0,0,0,1,70,1,110,28,20,0
10.0.0.45,51273,224.0.0.252,5355,17,4,200,0,0,50,50,50,0,-1,-1,-1,0,19,34065,102151,58964,0,0,0,0,102195,102195,102195,102195,0,0,0,0,0,4,200,0,0,88,0,0
10.0.0.45,56543,8.8.8.8,53,17,1,65,1,184,65,65,65,0,184,184,184,0,0,0,0,0,0,0,0,0,73338,73338,73338,73338,0,0,0,0,0,1,65,1,184,28,20,0
10.0.0.45,137,10.0.0.255,137,17,78,6084,0,0,78,78,78,0,-1,-1,-1,0,24,314015,879806,380965,0,0,0,0,2119791031,1500784,1727086,3908442,689874,3034777,190824181,488830105,167790546,6,507,0,0,1568,0,0
10.0.0.45,58703,8.8.8.8,53,17,1,71,1,209,71,71,71,0,209,209,209,0,0,0,0,0,0,0,0,0,105244,105244,105244,105244,0,0,0,0,0,1,71,1,209,28,20,0
10.0.0.45,54211,8.8.8.8,53,17,1,69,1,233,69,69,69,0,233,233,233,0,0,0,0,0,0,0,0,0,107161,107161,107161,107161,0,0,0,0,0,1,69,1,233,28,20,0
10.0.0.45,52287,8.8.8.8,53,17,1,69,1,261,69,69,69,0,261,261,261,0,0,0,0,0,0,0,0,0,64942,64942,64942,64942,0,0,0,0,0,1,69,1,261,28,20,0
10.0.0.45,55839,8.8.8.8,53,17,1,68,1,158,68,68,68,0,158,158,158,0,0,0,0,0,0,0,0,0,121231,121231,121231,121231,0,0,0,0,0,1,68,1,158,28,20,0
10.0.0.45,59365,8.8.8.8,53,17,1,68,1,195,68,68,68,0,195,195,195,0,0,0,0,0,0,0,0,0,196246,196246,196246,196246,0,0,0,0,0,1,68,1,195,28,20,0
10.0.0.45,60433,8.8.8.8,53,17,1,71,1,297,71,71,71,0,297,297,297,0,0,0,0,0,0,0,0,0,63725,63725,63725,63725,0,0,0,0,0,1,71,1,297,28,20,0
10.0.0.45,54731,8.8.8.8,53,17,1,64,1,144,64,64,64,0,144,144,144,0,0,0,0,0,0,0,0,0,101465,101465,101465,101465,0,0,0,0,0,1,64,1,144,28,20,0
10.0.0.45,64961,8.8.8.8,53,17,1,59,1,136,59,59,59,0,136,136,136,0,0,0,0,0,0,0,0,0,68237,68237,68237,68237,0,0,0,0,0,1,59,1,136,28,20,0
10.0.0.45,57938,8.8.8.8,53,17,1,73,1,126,73,73,73,0,126,126,126,0,0,0,0,0,0,0,0,0,96421,96421,96421,96421,0,0,0,0,0,1,73,1,126,28,20,0
10.0.0.45,51329,8.8.8.8,53,17,1,58,1,258,58,58,58,0,258,258,258,0,0,0,0,0,0,0,0,0,70252,70252,70252,70252,0,0,0,0,0,1,58,1,258,28,20,0
10.0.0.45,57073,8.8.8.8,53,17,1,64,1,126,64,64,64,0,126,126,126,0,0,0,0,0,0,0,0,0,96296,96296,96296,96296,0,0,0,0,0,1,64,1,126,28,20,0
10.0.0.45,53930,8.8.8.8,53,17,1,62,1,123,62,62,62,0,123,123,123,0,0,0,0,0,0,0,0,0,87730,87730,87730,87730,0,0,0,0,0,1,62,1,123,28,20,0
10.0.0.45,49209,8.8.8.8,53,17,1,57,1,151,57,57,57,0,151,151,151,0,0,0,0,0,0,0,0,0,69648,69648,69648,69648,0,0,0,0,0,1,57,1,151,28,20,0
10.0.0.45,57870,8.8.8.8,53,17,1,64,1,252,64,64,64,0,252,252,252,0,0,0,0,0,0,0,0,0,64870,64870,64870,64870,0,0,0,0,0,1,64,1,252,28,20,0
10.0.0.45,50212,8.8.8.8,53,17,1,74,1,172,74,74,74,0,172,172,172,0,0,0,0,0,0,0,0,0,93543,93543,93543,93543,0,0,0,0,0,1,74,1,172,28,20,0
10.0.0.45,61399,8.8.8.8,53,17,1,75,1,270,75,75,75,0,270,270,270,0,0,0,0,0,0,0,0,0,95216,95216,95216,95216,0,0,0,0,0,1,75,1,270,28,20,0
10.0.0.45,62073,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,68934,68934,68934,68934,0,0,0,0,0,1,59,1,117,28,20,0
10.0.0.45,59667,8.8.8.8,53,17,1,63,1,203,63,63,63,0,203,203,203,0,0,0,0,0,0,0,0,0,99454,99454,99454,99454,0,0,0,0,0,1,63,1,203,28,20,0
10.0.0.45,58934,8.8.8.8,53,17,1,63,1,198,63,63,63,0,198,198,198,0,0,0,0,0,0,0,0,0,73020,73020,73020,73020,0,0,0,0,0,1,63,1,198,28,20,0
10.0.0.45,61494,8.8.8.8,53,17,1,77,1,228,77,77,77,0,228,228,228,0,0,0,0,0,0,0,0,0,159667,159667,159667,159667,0,0,0,0,0,1,77,1,228,28,20,0
10.0.0.45,65276,8.8.8.8,53,17,1,62,1,194,62,62,62,0,194,194,194,0,0,0,0,0,0,0,0,0,69351,69351,69351,69351,0,0,0,0,0,1,62,1,194,28,20,0
10.0.0.45,57744,8.8.8.8,53,17,1,63,1,232,63,63,63,0,232,232,232,0,0,0,0,0,0,0,0,0,90202,90202,90202,90202,0,0,0,0,0,1,63,1,232,28,20,0
10.0.0.45,65519,8.8.8.8,53,17,1,73,1,114,73,73,73,0,114,114,114,0,0,0,0,0,0,0,0,0,91708,91708,91708,91708,0,0,0,0,0,1,73,1,114,28,20,0
10.0.0.45,51762,8.8.8.8,53,17,1,68,1,208,68,68,68,0,208,208,208,0,0,0,0,0,0,0,0,0,66035,66035,66035,66035,0,0,0,0,0,1,68,1,208,28,20,0
10.0.0.45,62562,8.8.8.8,53,17,1,62,1,165,62,62,62,0,165,165,165,0,0,0,0,0,0,0,0,0,107313,107313,107313,107313,0,0,0,0,0,1,62,1,165,28,20,0
10.0.0.45,55227,8.8.8.8,53,17,1,74,1,131,74,74,74,0,131,131,131,0,0,0,0,0,0,0,0,0,87418,87418,87418,87418,0,0,0,0,0,1,74,1,131,28,20,0
10.0.0.45,56798,8.8.8.8,53,17,1,58,1,202,58,58,58,0,202,202,202,0,0,0,0,0,0,0,0,0,91081,91081,91081,91081,0,0,0,0,0,1,58,1,202,28,20,0
10.0.0.45,59320,8.8.8.8,53,17,1,76,1,118,76,76,76,0,118,118,118,0,0,0,0,0,0,0,0,0,99357,99357,99357,99357,0,0,0,0,0,1,76,1,118,28,20,0
10.0.0.45,56249,8.8.8.8,53,17,1,63,1,169,63,63,63,0,169,169,169,0,0,0,0,0,0,0,0,0,102928,102928,102928,102928,0,0,0,0,0,1,63,1,169,28,20,0
10.0.0.45,60026,8.8.8.8,53,17,1,69,1,211,69,69,69,0,211,211,211,0,0,0,0,0,0,0,0,0,71828,71828,71828,71828,0,0,0,0,0,1,69,1,211,28,20,0
10.0.0.45,54687,8.8.8.8,53,17,1,57,1,125,57,57,57,0,125,125,125,0,0,0,0,0,0,0,0,0,68208,68208,68208,68208,0,0,0,0,0,1,57,1,125,28,20,0
10.0.0.45,55429,8.8.8.8,53,17,1,69,1,183,69,69,69,0,183,183,183,0,0,0,0,0,0,0,0,0,95704,95704,95704,95704,0,0,0,0,0,1,69,1,183,28,20,0
10.0.0.45,56985,8.8.8.8,53,17,1,64,1,222,64,64,64,0,222,222,222,0,0,0,0,0,0,0,0,0,95966,95966,95966,95966,0,0,0,0,0,1,64,1,222,28,20,0
10.0.0.45,60409,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,73527,73527,73527,73527,0,0,0,0,0,1,59,1,117,28,20,0
10.0.0.45,49357,8.8.8.8,53,17,1,75,1,256,75,75,75,0,256,256,256,0,0,0,0,0,0,0,0,0,121272,121272,121272,121272,0,0,0,0,0,1,75,1,256,28,20,0
10.0.0.45,63332,8.8.8.8,53,17,1,62,1,142,62,62,62,0,142,142,142,0,0,0,0,0,0,0,0,0,129766,129766,129766,129766,0,0,0,0,0,1,62,1,142,28,20,0
10.0.0.45,58086,8.8.8.8,53,17,1,58,1,122,58,58,58,0,122,122,122,0,0,0,0,0,0,0,0,0,65021,65021,65021,65021,0,0,0,0,0,1,58,1,122,28,20,0
10.0.0.45,65485,8.8.8.8,53,17,1,77,1,181,77,77,77,0,181,181,181,0,0,0,0,0,0,0,0,0,88802,88802,88802,88802,0,0,0,0,0,1,77,1,181,28,20,0
10.0.0.45,63406,8.8.8.8,53,17,1,76,1,162,76,76,76,0,162,162,162,0,0,0,0,0,0,0,0,0,117762,117762,117762,117762,0,0,0,0,0,1,76,1,162,28,20,0
10.0.0.45,56557,8.8.8.8,53,17,1,73,1,210,73,73,73,0,210,210,210,0,0,0,0,0,0,0,0,0,71446,71446,71446,71446,0,0,0,0,0,1,73,1,210,28,20,0
10.0.0.45,57584,8.8.8.8,53,17,1,59,1,136,59,59,59,0,136,136,136,0,0,0,0,0,0,0,0,0,83841,83841,83841,83841,0,0,0,0,0,1,59,1,136,28,20,0
10.0.0.45,59627,8.8.8.8,53,17,1,62,1,154,62,62,62,0,154,154,154,0,0,0,0,0,0,0,0,0,87975,87975,87975,87975,0,0,0,0,0,1,62,1,154,28,20,0
10.0.0.45,61380,8.8.8.8,53,17,1,71,1,139,71,71,71,0,139,139,139,0,0,0,0,0,0,0,0,0,91383,91383,91383,91383,0,0,0,0,0,1,71,1,139,28,20,0
10.0.0.45,59296,8.8.8.8,53,17,2,144,2,548,72,72,72,0,274,274,274,0,140251,140251,140251,0,81809,81809,81809,0,238500,238500,238500,238500,0,0,0,0,0,2,144,2,548,48,40,0
10.0.0.45,65532,8.8.8.8,53,17,1,72,1,290,72,72,72,0,290,290,290,0,0,0,0,0,0,0,0,0,71464,71464,71464,71464,0,0,0,0,0,1,72,1,290,28,20,0
10.0.0.45,49753,8.8.8.8,53,17,1,71,1,130,71,71,71,0,130,130,130,0,0,0,0,0,0,0,0,0,64439,64439,64439,64439,0,0,0,0,0,1,71,1,130,28,20,0
10.0.0.45,64039,8.8.8.8,53,17,1,58,1,90,58,58,58,0,90,90,90,0,0,0,0,0,0,0,0,0,111288,111288,111288,111288,0,0,0,0,0,1,58,1,90,28,20,0
10.0.0.45,62119,8.8.8.8,53,17,1,71,1,127,71,71,71,0,127,127,127,0,0,0,0,0,0,0,0,0,88474,88474,88474,88474,0,0,0,0,0,1,71,1,127,28,20,0
10.0.0.45,64730,8.8.8.8,53,17,1,73,1,184,73,73,73,0,184,184,184,0,0,0,0,0,0,0,0,0,98545,98545,98545,98545,0,0,0,0,0,1,73,1,184,28,20,0
10.0.0.45,60652,8.8.8.8,53,17,1,71,1,142,71,71,71,0,142,142,142,0,0,0,0,0,0,0,0,0,90411,90411,90411,90411,0,0,0,0,0,1,71,1,142,28,20,0
10.0.0.45,55737,8.8.8.8,53,17,1,60,1,141,60,60,60,0,141,141,141,0,0,0,0,0,0,0,0,0,101690,101690,101690,101690,0,0,0,0,0,1,60,1,141,28,20,0
10.0.0.45,52966,8.8.8.8,53,17,1,61,1,98,61,61,61,0,98,98,98,0,0,0,0,0,0,0,0,0,285485,285485,285485,285485,0,0,0,0,0,1,61,1,98,28,20,0
10.0.0.45,49187,8.8.8.8,53,17,1,56,1,150,56,56,56,0,150,150,150,0,0,0,0,0,0,0,0,0,108237,108237,108237,108237,0,0,0,0,0,1,56,1,150,28,20,0
10.0.0.45,54501,8.8.8.8,53,17,1,66,1,154,66,66,66,0,154,154,154,0,0,0,0,0,0,0,0,0,98533,98533,98533,98533,0,0,0,0,0,1,66,1,154,28,20,0
10.0.0.45,59094,8.8.8.8,53,17,1,62,1,173,62,62,62,0,173,173,173,0,0,0,0,0,0,0,0,0,91676,91676,91676,91676,0,0,0,0,0,1,62,1,173,28,20,0
10.0.0.45,59243,8.8.8.8,53,17,1,62,1,200,62,62,62,0,200,200,200,0,0,0,0,0,0,0,0,0,101056,101056,101056,101056,0,0,0,0,0,1,62,1,200,28,20,0
10.0.0.45,50541,8.8.8.8,53,17,1,66,1,149,66,66,66,0,149,149,149,0,0,0,0,0,0,0,0,0,113915,113915,113915,113915,0,0,0,0,0,1,66,1,149,28,20,0
10.0.0.45,55205,8.8.8.8,53,17,1,66,1,105,66,66,66,0,105,105,105,0,0,0,0,0,0,0,0,0,96488,96488,96488,96488,0,0,0,0,0,1,66,1,105,28,20,0
10.0.0.45,65081,8.8.8.8,53,17,1,67,1,151,67,67,67,0,151,151,151,0,0,0,0,0,0,0,0,0,113124,113124,113124,113124,0,0,0,0,0,1,67,1,151,28,20,0
10.0.0.45,61308,8.8.8.8,53,17,2,128,2,288,60,64,68,5,122,144,166,31,0,0,0,0,0,0,0,0,3055902,94873,95506,96139,895,2864890,2864890,2864890,0,1,64,1,144,48,40,0
10.0.0.45,58711,216.58.210.130,443,17,4,2886,2,2756,65,721,1378,758,1378,1378,1378,0,19667,104672,175412,78846,98870,98870,98870,0,314018,314018,314018,314018,0,0,0,0,0,4,2886,2,2756,88,40,0
10.0.0.45,64127,8.8.8.8,53,17,1,74,1,157,74,74,74,0,157,157,157,0,0,0,0,0,0,0,0,0,115236,115236,115236,115236,0,0,0,0,0,1,74,1,157,28,20,0
10.0.0.45,60440,8.8.8.8,53,17,1,66,1,170,66,66,66,0,170,170,170,0,0,0,0,0,0,0,0,0,67330,67330,67330,67330,0,0,0,0,0,1,66,1,170,28,20,0
10.0.0.45,56464,8.8.8.8,53,17,1,67,1,107,67,67,67,0,107,107,107,0,0,0,0,0,0,0,0,0,91579,91579,91579,91579,0,0,0,0,0,1,67,1,107,28,20,0
10.0.0.45,55888,8.8.8.8,53,17,1,58,1,187,58,58,58,0,187,187,187,0,0,0,0,0,0,0,0,0,119697,119697,119697,119697,0,0,0,0,0,1,58,1,187,28,20,0
10.0.0.45,55834,8.8.8.8,53,17,1,58,1,145,58,58,58,0,145,145,145,0,0,0,0,0,0,0,0,0,104374,104374,104374,104374,0,0,0,0,0,1,58,1,145,28,20,0
10.0.0.45,51092,8.8.8.8,53,17,1,57,1,111,57,57,57,0,111,111,111,0,0,0,0,0,0,0,0,0,92830,92830,92830,92830,0,0,0,0,0,1,57,1,111,28,20,0
10.0.0.45,64939,8.8.8.8,53,17,1,56,1,245,56,56,56,0,245,245,245,0,0,0,0,0,0,0,0,0,62331,62331,62331,62331,0,0,0,0,0,1,56,1,245,28,20,0
10.0.0.45,53554,8.8.8.8,53,17,1,64,1,117,64,64,64,0,117,117,117,0,0,0,0,0,0,0,0,0,88849,88849,88849,88849,0,0,0,0,0,1,64,1,117,28,20,0
10.0.0.45,55714,8.8.8.8,53,17,3,183,3,246,61,61,61,0,82,82,82,0,661261,662256,663252,1407,60967,200632,340297,197516,1840528,1840528,1840528,1840528,0,0,0,0,0,3,183,3,246,68,60,0
10.0.0.45,53578,8.8.8.8,53,17,1,74,1,113,74,74,74,0,113,113,113,0,0,0,0,0,0,0,0,0,88976,88976,88976,88976,0,0,0,0,0,1,74,1,113,28,20,0
10.0.0.45,52750,8.8.8.8,53,17,1,80,1,183,80,80,80,0,183,183,183,0,0,0,0,0,0,0,0,0,92575,92575,92575,92575,0,0,0,0,0,1,80,1,183,28,20,0
10.0.0.45,59260,8.8.8.8,53,17,1,57,1,145,57,57,57,0,145,145,145,0,0,0,0,0,0,0,0,0,118150,118150,118150,118150,0,0,0,0,0,1,57,1,145,28,20,0
10.0.0.45,58046,8.8.8.8,53,17,1,64,1,80,64,64,64,0,80,80,80,0,0,0,0,0,0,0,0,0,89726,89726,89726,89726,0,0,0,0,0,1,64,1,80,28,20,0
10.0.0.45,61287,8.8.8.8,53,17,1,80,1,134,80,80,80,0,134,134,134,0,0,0,0,0,0,0,0,0,67091,67091,67091,67091,0,0,0,0,0,1,80,1,134,28,20,0
10.0.0.45,50542,216.58.210.134,443,17,2,1443,1,1378,65,721,1378,928,1378,1378,1378,0,136085,136085,136085,0,0,0,0,0,136085,136085,136085,136085,0,0,0,0,0,2,1443,1,1378,48,20,0
10.0.0.45,58708,8.8.8.8,53,17,1,62,1,230,62,62,62,0,230,230,230,0,0,0,0,0,0,0,0,0,83691,83691,83691,83691,0,0,0,0,0,1,62,1,230,28,20,0
10.0.0.45,55775,8.8.8.8,53,17,1,75,1,143,75,75,75,0,143,143,143,0,0,0,0,0,0,0,0,0,183393,183393,183393,183393,0,0,0,0,0,1,75,1,143,28,20,0
10.0.0.45,60762,8.8.8.8,53,17,1,75,1,131,75,75,75,0,131,131,131,0,0,0,0,0,0,0,0,0,159390,159390,159390,159390,0,0,0,0,0,1,75,1,131,28,20,0
10.0.0.45,51100,8.8.8.8,53,17,1,57,1,121,57,57,57,0,121,121,121,0,0,0,0,0,0,0,0,0,161041,161041,161041,161041,0,0,0,0,0,1,57,1,121,28,20,0
10.0.0.45,52756,216.58.210.130,443,17,3,1508,2,2756,65,502,1378,758,1378,1378,1378,0,172286,174207,176128,2716,187285,187285,187285,0,348414,348414,348414,348414,0,0,0,0,0,3,1508,2,2756,68,40,0
10.0.0.45,52757,216.58.210.134,443,17,2,1443,1,1378,65,721,1378,928,1378,1378,1378,0,188425,188425,188425,0,0,0,0,0,188425,188425,188425,188425,0,0,0,0,0,2,1443,1,1378,48,20,0
10.0.0.45,54853,8.8.8.8,53,17,1,62,1,111,62,62,62,0,111,111,111,0,0,0,0,0,0,0,0,0,62939,62939,62939,62939,0,0,0,0,0,1,62,1,111,28,20,0
10.0.0.45,64689,8.8.8.8,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,78420,78420,78420,78420,0,0,0,0,0,1,65,1,81,28,20,0
10.0.0.45,58731,8.8.8.8,53,17,1,60,1,300,60,60,60,0,300,300,300,0,0,0,0,0,0,0,0,0,101948,101948,101948,101948,0,0,0,0,0,1,60,1,300,28,20,0
10.0.0.45,65329,8.8.8.8,53,17,1,60,1,116,60,60,60,0,116,116,116,0,0,0,0,0,0,0,0,0,100522,100522,100522,100522,0,0,0,0,0,1,60,1,116,28,20,0
10.0.0.45,52748,8.8.8.8,53,17,1,62,1,102,62,62,62,0,102,102,102,0,0,0,0,0,0,0,0,0,62621,62621,62621,62621,0,0,0,0,0,1,62,1,102,28,20,0
10.0.0.45,57362,8.8.8.8,53,17,1,62,1,78,62,62,62,0,78,78,78,0,0,0,0,0,0,0,0,0,118620,118620,118620,118620,0,0,0,0,0,1,62,1,78,28,20,0
10.0.0.45,53169,8.8.8.8,53,17,1,54,1,135,54,54,54,0,135,135,135,0,0,0,0,0,0,0,0,0,169297,169297,169297,169297,0,0,0,0,0,1,54,1,135,28,20,0
10.0.0.45,53807,8.8.8.8,53,17,1,62,1,114,62,62,62,0,114,114,114,0,0,0,0,0,0,0,0,0,73369,73369,73369,73369,0,0,0,0,0,1,62,1,114,28,20,0
10.0.0.45,59986,8.8.8.8,53,17,1,54,1,70,54,54,54,0,70,70,70,0,0,0,0,0,0,0,0,0,180690,180690,180690,180690,0,0,0,0,0,1,54,1,70,28,20,0
10.0.0.45,64446,8.8.8.8,53,17,1,62,1,99,62,62,62,0,99,99,99,0,0,0,0,0,0,0,0,0,73804,73804,73804,73804,0,0,0,0,0,1,62,1,99,28,20,0
10.0.0.45,58012,8.8.8.8,53,17,1,65,1,130,65,65,65,0,130,130,130,0,0,0,0,0,0,0,0,0,109375,109375,109375,109375,0,0,0,0,0,1,65,1,130,28,20,0
10.0.0.45,63272,8.8.8.8,53,17,1,61,1,89,61,61,61,0,89,89,89,0,0,0,0,0,0,0,0,0,186995,186995,186995,186995,0,0,0,0,0,1,61,1,89,28,20,0
10.0.0.45,49471,8.8.8.8,53,17,1,61,1,77,61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,184763,184763,184763,184763,0,0,0,0,0,1,61,1,77,28,20,0
10.0.0.45,65150,8.8.8.8,53,17,1,57,1,129,57,57,57,0,129,129,129,0,0,0,0,0,0,0,0,0,191265,191265,191265,191265,0,0,0,0,0,1,57,1,129,28,20,0
10.0.0.45,59517,8.8.8.8,53,17,2,124,2,246,62,62,62,0,123,123,123,0,289018,289018,289018,0,153819,153819,153819,0,419693,419693,419693,419693,0,0,0,0,0,2,124,2,246,48,40,0
10.0.0.45,49327,8.8.8.8,53,17,1,59,1,136,59,59,59,0,136,136,136,0,0,0,0,0,0,0,0,0,86583,86583,86583,86583,0,0,0,0,0,1,59,1,136,28,20,0
10.0.0.45,62430,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,68284,68284,68284,68284,0,0,0,0,0,1,59,1,117,28,20,0
10.0.0.45,65171,8.8.8.8,53,17,1,59,1,136,59,59,59,0,136,136,136,0,0,0,0,0,0,0,0,0,91633,91633,91633,91633,0,0,0,0,0,1,59,1,136,28,20,0
10.0.0.45,51926,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,66069,66069,66069,66069,0,0,0,0,0,1,59,1,117,28,20,0
10.0.0.45,52759,216.58.210.130,443,17,3,4134,14,15345,1378,1378,1378,0,57,1096,1378,560,20074,111211,202348,128887,857,149693,748173,250658,23954971,0,302606,1513031,676648,1496220,5610485,11968318,4631060,0,826,2,3069,68,280,0
10.0.0.45,34862,157.56.52.17,40005,17,1,177,1,49,177,177,177,0,49,49,49,0,0,0,0,0,0,0,0,0,198453,198453,198453,198453,0,0,0,0,0,1,177,1,49,28,20,0
10.0.0.45,34862,64.4.23.161,40022,17,1,66,1,469,66,66,66,0,469,469,469,0,0,0,0,0,0,0,0,0,196839,196839,196839,196839,0,0,0,0,0,1,66,1,469,28,20,0
10.0.0.45,34862,81.225.61.237,37671,17,3,429,0,0,143,143,143,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,6026808,0,0,0,0,2007316,3013404,4019492,1422823,1,143,0,0,68,0,0
10.0.0.45,53201,8.8.8.8,53,17,2,118,2,332,59,59,59,0,166,166,166,0,130127,130127,130127,0,28038,28038,28038,0,197341,197341,197341,197341,0,0,0,0,0,2,118,2,332,48,40,0
10.0.0.45,64645,8.8.8.8,53,17,2,128,2,302,64,64,64,0,151,151,151,0,161385,161385,161385,0,62323,62323,62323,0,261066,261066,261066,261066,0,0,0,0,0,2,128,2,302,48,40,0
